id,date,username,word_count,hashtags,replyCount,retweetCount,likeCount,quoteCount
1634396498514309120,2023-03-11 03:31:05+00:00,IGN,39,0,34,35,246,3
1634388927066021889,2023-03-11 03:01:00+00:00,IGN,13,0,12,44,227,17
1634381399414251522,2023-03-11 02:31:05+00:00,IGN,43,0,3,16,235,1
1634377623894728706,2023-03-11 02:16:05+00:00,IGN,19,0,12,32,294,1
1634373827068301312,2023-03-11 02:01:00+00:00,IGN,21,0,12,67,351,12
1634370351491690504,2023-03-11 01:47:11+00:00,IGN,50,0,7,25,184,2
1634366302998478853,2023-03-11 01:31:06+00:00,IGN,29,0,14,55,911,0
1634362524987543552,2023-03-11 01:16:05+00:00,IGN,31,0,2,16,178,0
1634358727783378944,2023-03-11 01:01:00+00:00,IGN,28,0,8,7,151,1
1634356559437508609,2023-03-11 00:52:23+00:00,IGN,10,1,19,97,1316,6
1634355376580620288,2023-03-11 00:47:41+00:00,IGN,31,0,26,58,357,19
1634352232287158274,2023-03-11 00:35:11+00:00,IGN,28,0,41,209,1248,56
1634351200689594369,2023-03-11 00:31:05+00:00,IGN,28,0,7,46,257,1
1634347425363116033,2023-03-11 00:16:05+00:00,IGN,28,0,4,12,136,3
1634343673713291265,2023-03-11 00:01:11+00:00,IGN,41,0,25,30,304,4
1634339876559630339,2023-03-10 23:46:05+00:00,IGN,30,0,42,44,442,19
1634336100671012865,2023-03-10 23:31:05+00:00,IGN,35,0,2,22,193,3
1634332326879477760,2023-03-10 23:16:05+00:00,IGN,19,0,12,28,481,6
1634328553176338433,2023-03-10 23:01:06+00:00,IGN,27,0,6,63,840,4
1634321003382816768,2023-03-10 22:31:06+00:00,IGN,20,0,33,20,412,7
1634317228744089616,2023-03-10 22:16:06+00:00,IGN,9,0,10,18,230,3
1634313453996318723,2023-03-10 22:01:06+00:00,IGN,32,0,47,124,776,80
1634305904718823424,2023-03-10 21:31:06+00:00,IGN,17,0,12,25,388,4
1634302731941998593,2023-03-10 21:18:29+00:00,IGN,17,0,11,59,364,6
1634298396323225609,2023-03-10 21:01:16+00:00,IGN,32,0,43,134,1075,47
1634290806591766529,2023-03-10 20:31:06+00:00,IGN,12,0,8,23,283,1
1634283255435350026,2023-03-10 20:01:06+00:00,IGN,33,0,184,41,856,51
1634275704056545282,2023-03-10 19:31:05+00:00,IGN,19,0,10,21,343,16
1634268165831118848,2023-03-10 19:01:08+00:00,IGN,29,0,24,113,919,14
1634260606323662858,2023-03-10 18:31:06+00:00,IGN,18,0,321,94,2083,98
1634253057037856768,2023-03-10 18:01:06+00:00,IGN,32,0,635,272,4783,271
1634245506195939328,2023-03-10 17:31:06+00:00,IGN,27,0,104,58,872,26
1634237964141117463,2023-03-10 17:01:07+00:00,IGN,28,0,65,226,2061,57
1634230409390178307,2023-03-10 16:31:06+00:00,IGN,30,0,17,22,274,6
1634222861647769601,2023-03-10 16:01:07+00:00,IGN,26,0,6,15,153,0
1634215306922020864,2023-03-10 15:31:06+00:00,IGN,29,0,9,53,378,2
1634207760551145472,2023-03-10 15:01:06+00:00,IGN,40,0,274,1804,15153,644
1634200207779934211,2023-03-10 14:31:06+00:00,IGN,27,0,4,15,134,1
1634192659949449219,2023-03-10 14:01:06+00:00,IGN,36,0,20,21,182,2
1634185105882193926,2023-03-10 13:31:05+00:00,IGN,19,0,7,21,205,2
1634177348659474433,2023-03-10 13:00:16+00:00,IGN,21,0,6,33,468,4
1634169759473303553,2023-03-10 12:30:06+00:00,IGN,16,0,33,92,712,7
1634162270354767872,2023-03-10 12:00:21+00:00,IGN,18,0,3,65,293,1
1634154654102704129,2023-03-10 11:30:05+00:00,IGN,13,0,28,22,316,7
1634147092783329282,2023-03-10 11:00:02+00:00,IGN,16,0,6,29,314,5
1634139563835764737,2023-03-10 10:30:07+00:00,IGN,19,0,14,22,229,2
1634131998586331136,2023-03-10 10:00:03+00:00,IGN,17,0,9,19,181,0
1634124454874710022,2023-03-10 09:30:05+00:00,IGN,17,0,7,28,248,0
1634116939017584640,2023-03-10 09:00:13+00:00,IGN,20,0,44,29,416,17
1634109351270006785,2023-03-10 08:30:04+00:00,IGN,28,0,14,28,347,0
1634105833100328960,2023-03-10 08:16:05+00:00,IGN,27,0,5,11,97,1
1634101798750285824,2023-03-10 08:00:03+00:00,IGN,19,0,11,46,312,4
1634094262055759873,2023-03-10 07:30:06+00:00,IGN,15,0,10,29,233,2
1634086750833324033,2023-03-10 07:00:15+00:00,IGN,23,0,131,461,5462,193
1634079409140297730,2023-03-10 06:31:05+00:00,IGN,36,0,6,17,184,0
1634071837448585216,2023-03-10 06:01:00+00:00,IGN,21,0,8,28,176,4
1634064309566201860,2023-03-10 05:31:05+00:00,IGN,22,0,8,28,236,4
1634056737710919681,2023-03-10 05:01:00+00:00,IGN,25,0,1,16,133,2
1634049210269016064,2023-03-10 04:31:05+00:00,IGN,28,0,19,34,401,5
1634041638220701698,2023-03-10 04:01:00+00:00,IGN,30,0,3,15,134,1
1634036096324497408,2023-03-10 03:38:58+00:00,IGN,22,0,249,1004,8710,294
1634034110766149633,2023-03-10 03:31:05+00:00,IGN,23,0,21,101,1172,8
1634026539120746497,2023-03-10 03:01:00+00:00,IGN,37,0,6,19,151,2
1634019011439493121,2023-03-10 02:31:05+00:00,IGN,24,0,55,127,5664,33
1634011439110443009,2023-03-10 02:01:00+00:00,IGN,27,0,3,34,196,4
1634003911739621376,2023-03-10 01:31:05+00:00,IGN,32,0,7,21,250,2
1633996362353111040,2023-03-10 01:01:05+00:00,IGN,31,0,37,206,1676,27
1633992589736128514,2023-03-10 00:46:06+00:00,IGN,24,0,39,255,2571,28
1633988812824035335,2023-03-10 00:31:05+00:00,IGN,20,0,512,189,4055,392
1633985037224890368,2023-03-10 00:16:05+00:00,IGN,16,0,5,22,201,2
1633983342369705984,2023-03-10 00:09:21+00:00,IGN,12,0,14,68,904,6
1633981240268267520,2023-03-10 00:01:00+00:00,IGN,24,0,10,23,192,2
1633977488605847554,2023-03-09 23:46:05+00:00,IGN,26,0,4,18,178,7
1633976758285516801,2023-03-09 23:43:11+00:00,IGN,8,1,5,61,526,3
1633973714931924992,2023-03-09 23:31:06+00:00,IGN,20,0,13,13,168,1
1633969941081726977,2023-03-09 23:16:06+00:00,IGN,36,0,8,33,266,4
1633967732319490048,2023-03-09 23:07:19+00:00,IGN,30,0,10,105,489,12
1633966140950036483,2023-03-09 23:01:00+00:00,IGN,25,0,6,40,228,11
1633965475205099522,2023-03-09 22:58:21+00:00,IGN,18,0,26,90,598,23
1633962453385216000,2023-03-09 22:46:21+00:00,IGN,30,0,15,72,668,4
1633960737432547330,2023-03-09 22:39:31+00:00,IGN,31,0,8,23,237,2
1633958341465772032,2023-03-09 22:30:00+00:00,IGN,26,1,2,24,120,0
1633954035677147136,2023-03-09 22:12:54+00:00,IGN,24,1,22,194,905,52
1633953678779633664,2023-03-09 22:11:29+00:00,IGN,21,0,6,49,426,5
1633953165925322752,2023-03-09 22:09:26+00:00,IGN,5,0,56,458,6206,25
1633951066726203398,2023-03-09 22:01:06+00:00,IGN,29,0,99,82,780,55
1633943515431596033,2023-03-09 21:31:05+00:00,IGN,36,0,7,24,154,0
1633941602111733760,2023-03-09 21:23:29+00:00,IGN,26,1,9,72,478,11
1633935967462608898,2023-03-09 21:01:06+00:00,IGN,39,0,201,138,2183,89
1633928424959123456,2023-03-09 20:31:08+00:00,IGN,29,0,24,21,257,1
1633913317172428805,2023-03-09 19:31:06+00:00,IGN,22,0,33,14,237,4
1633905768209498118,2023-03-09 19:01:06+00:00,IGN,43,0,7,40,176,3
1633903161894207489,2023-03-09 18:50:44+00:00,IGN,15,0,147,68,1143,44
1633902246176931844,2023-03-09 18:47:06+00:00,IGN,19,0,10,22,244,3
1633894444536586244,2023-03-09 18:16:06+00:00,IGN,18,0,57,65,471,63
1633890670854254596,2023-03-09 18:01:06+00:00,IGN,26,0,43,54,836,39
1633887159777206273,2023-03-09 17:47:09+00:00,IGN,15,0,19,34,809,23
1633886389958787079,2023-03-09 17:44:06+00:00,IGN,24,0,8,24,167,7
1633883120008060928,2023-03-09 17:31:06+00:00,IGN,27,0,2,21,197,4
1633879598738833423,2023-03-09 17:17:07+00:00,IGN,20,0,5,11,196,6
1633875570948976641,2023-03-09 17:01:06+00:00,IGN,14,0,8,39,274,3
1633872053442088960,2023-03-09 16:47:08+00:00,IGN,23,0,695,526,7032,432
1633871312132378628,2023-03-09 16:44:11+00:00,IGN,4,0,0,0,21,0
1633868018655834114,2023-03-09 16:31:06+00:00,IGN,24,0,80,71,864,24
1633866888005718021,2023-03-09 16:26:36+00:00,IGN,25,0,81,202,2305,59
1633864245225070592,2023-03-09 16:16:06+00:00,IGN,24,0,12,23,269,5
1633863625856421889,2023-03-09 16:13:38+00:00,IGN,2,0,5,13,251,0
1633860536189288449,2023-03-09 16:01:22+00:00,IGN,25,0,11,48,745,17
1633852919387750400,2023-03-09 15:31:06+00:00,IGN,27,0,12,23,343,2
1633845371486064641,2023-03-09 15:01:06+00:00,IGN,30,0,13,42,423,11
1633841860367233036,2023-03-09 14:47:09+00:00,IGN,41,0,638,160,2474,130
1633837818719121410,2023-03-09 14:31:05+00:00,IGN,34,0,7,25,285,1
1633815170458714112,2023-03-09 13:01:06+00:00,IGN,20,0,71,191,4617,18
1633811644840128513,2023-03-09 12:47:05+00:00,IGN,28,0,19,71,652,7
1633807618513817601,2023-03-09 12:31:05+00:00,IGN,30,0,4,7,130,1
1633784968823406596,2023-03-09 11:01:05+00:00,IGN,34,0,45,396,4891,91
1633784717647421442,2023-03-09 11:00:05+00:00,IGN,28,0,5,21,208,0
1633782273634910212,2023-03-09 10:50:22+00:00,IGN,23,2,6,13,154,1
1633777158102433792,2023-03-09 10:30:03+00:00,IGN,32,0,5,17,131,0
1633773644672380929,2023-03-09 10:16:05+00:00,IGN,24,0,7,29,319,0
1633769613744799746,2023-03-09 10:00:04+00:00,IGN,47,0,12,21,310,1
1633762060248002560,2023-03-09 09:30:03+00:00,IGN,29,0,8,27,177,5
1633754542243295234,2023-03-09 09:00:11+00:00,IGN,17,0,3,31,277,0
1633746959189065728,2023-03-09 08:30:03+00:00,IGN,21,0,7,21,179,1
1633739410926628864,2023-03-09 08:00:03+00:00,IGN,22,0,6,18,238,4
1633731866623717376,2023-03-09 07:30:04+00:00,IGN,11,0,29,23,375,11
1633724360480419843,2023-03-09 07:00:15+00:00,IGN,23,0,3,20,168,0
1633717021325107200,2023-03-09 06:31:05+00:00,IGN,22,0,29,50,368,18
1633709449331212289,2023-03-09 06:01:00+00:00,IGN,33,0,8,126,1387,8
1633701921599942657,2023-03-09 05:31:05+00:00,IGN,29,0,2,15,159,1
1633694349728038912,2023-03-09 05:01:00+00:00,IGN,23,0,13,28,180,0
1633686822235656193,2023-03-09 04:31:05+00:00,IGN,23,0,8,48,575,8
1633679250371878912,2023-03-09 04:01:00+00:00,IGN,26,0,7,32,270,2
1633671724314288128,2023-03-09 03:31:05+00:00,IGN,31,0,13,58,492,2
1633664151427104768,2023-03-09 03:01:00+00:00,IGN,30,0,1,8,118,1
1633656623892688898,2023-03-09 02:31:05+00:00,IGN,42,0,11,37,564,3
1633649074049253376,2023-03-09 02:01:05+00:00,IGN,41,0,12,30,209,6
1633641524151078912,2023-03-09 01:31:05+00:00,IGN,23,0,62,43,546,13
1633633952106782720,2023-03-09 01:01:00+00:00,IGN,28,0,3,15,114,0
1633630176721645569,2023-03-09 00:46:00+00:00,IGN,22,0,16,32,279,1
1633626424702799873,2023-03-09 00:31:05+00:00,IGN,27,0,1,11,91,1
1633618875874177024,2023-03-09 00:01:05+00:00,IGN,27,0,42,155,941,23
1633611325992755200,2023-03-08 23:31:05+00:00,IGN,28,0,212,75,975,42
1633610907573178369,2023-03-08 23:29:26+00:00,IGN,5,0,1,0,22,0
1633608211982077953,2023-03-08 23:18:43+00:00,IGN,20,0,37,35,345,27
1633603776887271424,2023-03-08 23:01:05+00:00,IGN,45,0,208,111,2001,108
1633596227152658432,2023-03-08 22:31:05+00:00,IGN,27,0,21,39,449,0
1633588679016079363,2023-03-08 22:01:06+00:00,IGN,27,0,27,243,2231,43
1633581127465312256,2023-03-08 21:31:05+00:00,IGN,28,0,6,22,215,3
1633575123121840131,2023-03-08 21:07:14+00:00,IGN,2,0,8,11,217,2
1633573624899850241,2023-03-08 21:01:17+00:00,IGN,24,0,38,46,738,12
1633573581644009472,2023-03-08 21:01:06+00:00,IGN,24,0,3,31,190,3
1633566241905573889,2023-03-08 20:31:56+00:00,IGN,30,0,24,58,559,14
1633550929676095488,2023-03-08 19:31:06+00:00,IGN,29,0,29,49,508,13
1633547502149599232,2023-03-08 19:17:29+00:00,IGN,32,0,23,37,392,3
1633535959030714369,2023-03-08 18:31:36+00:00,IGN,29,0,8,23,250,13
1633532056042102784,2023-03-08 18:16:06+00:00,IGN,24,0,5,19,164,1
1633524769185501189,2023-03-08 17:47:09+00:00,IGN,22,0,13,14,172,4
1633516957638197248,2023-03-08 17:16:06+00:00,IGN,10,0,13,24,330,5
1633509675378544650,2023-03-08 16:47:10+00:00,IGN,26,0,8,12,172,0
1633501856977805312,2023-03-08 16:16:06+00:00,IGN,21,0,9,10,189,0
1633498088693460993,2023-03-08 16:01:07+00:00,IGN,24,0,1794,216,5549,915
1633494540060590080,2023-03-08 15:47:01+00:00,IGN,20,0,19,56,321,6
1633491382848593921,2023-03-08 15:34:29+00:00,IGN,15,0,108,266,2688,72
1633488267642544129,2023-03-08 15:22:06+00:00,IGN,26,0,76,250,2132,78
1633486758817169408,2023-03-08 15:16:06+00:00,IGN,27,0,13,30,262,3
1633475431763521537,2023-03-08 14:31:06+00:00,IGN,44,0,257,28,561,34
1633471657003081728,2023-03-08 14:16:06+00:00,IGN,30,0,15,21,295,2
1633467883651989505,2023-03-08 14:01:06+00:00,IGN,32,0,19,70,495,17
1633460331174588421,2023-03-08 13:31:05+00:00,IGN,30,0,7,19,242,4
1633456555910742023,2023-03-08 13:16:05+00:00,IGN,48,0,59,243,3534,24
1633445231931662336,2023-03-08 12:31:05+00:00,IGN,11,0,42,257,1823,60
1633437682121555971,2023-03-08 12:01:05+00:00,IGN,41,0,84,510,5784,105
1633422350837334016,2023-03-08 11:00:10+00:00,IGN,24,0,18,64,623,8
1633414777673334785,2023-03-08 10:30:05+00:00,IGN,35,0,9,17,181,0
1633407218157584384,2023-03-08 10:00:02+00:00,IGN,19,0,4,10,151,0
1633403958541574147,2023-03-08 09:47:05+00:00,IGN,30,0,5,39,350,5
1633399666799783938,2023-03-08 09:30:02+00:00,IGN,34,0,9,18,173,1
1633392125915037697,2023-03-08 09:00:04+00:00,IGN,29,0,1,10,116,0
1633384568202903553,2023-03-08 08:30:02+00:00,IGN,25,0,7,19,213,3
1633377017855975428,2023-03-08 08:00:02+00:00,IGN,19,0,111,142,1429,27
1633369470486847490,2023-03-08 07:30:02+00:00,IGN,27,0,5,30,214,0
1633361922014818304,2023-03-08 07:00:03+00:00,IGN,33,0,3,19,178,5
1633354633266577411,2023-03-08 06:31:05+00:00,IGN,26,0,2,21,203,1
1633347061600116737,2023-03-08 06:01:00+00:00,IGN,18,0,8,45,310,3
1633344303409037314,2023-03-08 05:50:02+00:00,IGN,5,0,6,8,663,0
1633339534040522754,2023-03-08 05:31:05+00:00,IGN,28,0,9,62,435,4
1633331961942142976,2023-03-08 05:01:00+00:00,IGN,25,0,17,60,407,10
1633324433925341191,2023-03-08 04:31:05+00:00,IGN,41,0,12,21,210,5
1633316862720188417,2023-03-08 04:01:00+00:00,IGN,29,0,3,18,187,3
1633309334674329600,2023-03-08 03:31:05+00:00,IGN,32,0,10,20,172,3
1633301763443834881,2023-03-08 03:01:00+00:00,IGN,12,0,12,47,390,11
1633294235301560320,2023-03-08 02:31:05+00:00,IGN,24,0,15,20,200,5
1633286686359851009,2023-03-08 02:01:05+00:00,IGN,19,0,37,282,3832,46
1633282911402336256,2023-03-08 01:46:05+00:00,IGN,22,0,36,30,248,3
1633279136117714944,2023-03-08 01:31:05+00:00,IGN,21,0,10,13,181,1
1633275361449615360,2023-03-08 01:16:05+00:00,IGN,20,0,29,32,341,1
1633271586559234048,2023-03-08 01:01:05+00:00,IGN,26,0,25,83,874,12
1633264037139189760,2023-03-08 00:31:05+00:00,IGN,24,0,35,22,210,2
1633260432222986240,2023-03-08 00:16:46+00:00,IGN,24,0,13,33,210,3
1633258517238026241,2023-03-08 00:09:09+00:00,IGN,25,0,33,40,414,13
1633256488184745986,2023-03-08 00:01:05+00:00,IGN,31,0,209,198,3995,59
1633252714242269185,2023-03-07 23:46:06+00:00,IGN,22,0,11,18,195,1
1633248938622062593,2023-03-07 23:31:05+00:00,IGN,39,0,18,26,416,3
1633246942934478853,2023-03-07 23:23:10+00:00,IGN,23,0,3,14,287,1
1633245162662154241,2023-03-07 23:16:05+00:00,IGN,32,0,23,65,579,9
1633241389025861632,2023-03-07 23:01:05+00:00,IGN,42,0,165,1157,12171,192
1633237614571683840,2023-03-07 22:46:06+00:00,IGN,37,0,9,29,265,7
1633233839102500867,2023-03-07 22:31:05+00:00,IGN,20,0,29,130,1332,50
1633230291795083264,2023-03-07 22:17:00+00:00,IGN,25,0,16,57,363,5
1633226290043191297,2023-03-07 22:01:06+00:00,IGN,42,0,54,49,470,22
1633222621046386693,2023-03-07 21:46:31+00:00,IGN,26,0,9,29,230,4
1633218739809431552,2023-03-07 21:31:05+00:00,IGN,31,0,15,34,251,2
1633215216707338240,2023-03-07 21:17:05+00:00,IGN,34,0,4,6,113,1
1633211192931127297,2023-03-07 21:01:06+00:00,IGN,39,0,294,668,11297,299
1633207668436512768,2023-03-07 20:47:06+00:00,IGN,39,0,48,26,283,40
1633203642210861056,2023-03-07 20:31:06+00:00,IGN,15,0,10,31,355,3
1633196092509818882,2023-03-07 20:01:06+00:00,IGN,24,0,183,1116,12073,312
1633188541676277761,2023-03-07 19:31:06+00:00,IGN,18,0,135,235,2958,40
1633185270085607424,2023-03-07 19:18:06+00:00,IGN,39,0,26,66,945,5
1633180995037061120,2023-03-07 19:01:06+00:00,IGN,30,0,50,117,1218,17
1633173443029118984,2023-03-07 18:31:06+00:00,IGN,28,0,8,19,174,0
1633165894678614018,2023-03-07 18:01:06+00:00,IGN,22,0,8,12,134,1
1633158514859462658,2023-03-07 17:31:47+00:00,IGN,21,0,13,74,390,32
1633150795272126465,2023-03-07 17:01:06+00:00,IGN,17,0,20,96,425,14
1633143244677603330,2023-03-07 16:31:06+00:00,IGN,27,0,6,9,109,1
1633135699212812288,2023-03-07 16:01:07+00:00,IGN,10,0,7,18,191,5
1633128292416118784,2023-03-07 15:31:41+00:00,IGN,23,0,13,50,410,10
1633121927282987008,2023-03-07 15:06:24+00:00,IGN,22,0,88,215,3025,45
1633105494368825345,2023-03-07 14:01:06+00:00,IGN,25,0,25,93,957,22
1633097942469947392,2023-03-07 13:31:05+00:00,IGN,29,0,35,68,721,29
1633082842308542465,2023-03-07 12:31:05+00:00,IGN,24,0,7,31,329,2
1633059943300440064,2023-03-07 11:00:05+00:00,IGN,17,0,11,32,292,0
1633052381398147073,2023-03-07 10:30:03+00:00,IGN,17,0,9,23,320,2
1633044851183738880,2023-03-07 10:00:07+00:00,IGN,20,0,3,12,141,0
1633037287851261953,2023-03-07 09:30:04+00:00,IGN,18,0,10,54,305,1
1633029775324327936,2023-03-07 09:00:13+00:00,IGN,19,0,6,21,193,2
1633022179481624578,2023-03-07 08:30:02+00:00,IGN,28,0,3,13,166,0
1633014671203598336,2023-03-07 08:00:12+00:00,IGN,35,0,10,42,302,3
1633007079819550720,2023-03-07 07:30:02+00:00,IGN,12,0,8,42,242,0
1632999549634592769,2023-03-07 07:00:06+00:00,IGN,14,0,10,59,497,4
1632992245359026176,2023-03-07 06:31:05+00:00,IGN,15,0,9,67,277,3
1632984673717743617,2023-03-07 06:01:00+00:00,IGN,23,0,16,84,704,23
1632977145856229384,2023-03-07 05:31:05+00:00,IGN,35,0,3,45,252,2
1632969574160236546,2023-03-07 05:01:00+00:00,IGN,30,0,9,70,462,3
1632962046164709376,2023-03-07 04:31:05+00:00,IGN,31,0,17,35,469,10
1632954474724720640,2023-03-07 04:01:00+00:00,IGN,16,0,6,72,280,7
1632946946879963138,2023-03-07 03:31:05+00:00,IGN,18,0,7,36,298,2
1632939375515279360,2023-03-07 03:01:00+00:00,IGN,22,0,31,101,692,96
1632931848203509763,2023-03-07 02:31:05+00:00,IGN,22,0,8,13,118,0
1632924298087202819,2023-03-07 02:01:05+00:00,IGN,29,0,15,42,558,9
1632916749774405632,2023-03-07 01:31:05+00:00,IGN,41,0,4,15,166,1
1632909199368658949,2023-03-07 01:01:05+00:00,IGN,40,0,152,433,6526,68
1632905425564598272,2023-03-07 00:46:06+00:00,IGN,19,0,49,69,825,8
1632901651093680130,2023-03-07 00:31:06+00:00,IGN,32,0,7,18,152,4
1632897874123014145,2023-03-07 00:16:05+00:00,IGN,31,0,158,82,1684,70
1632894100360798209,2023-03-07 00:01:05+00:00,IGN,35,0,124,412,5114,50
1632890934630424577,2023-03-06 23:48:31+00:00,IGN,11,1,69,868,7073,131
1632886549187551233,2023-03-06 23:31:05+00:00,IGN,28,0,17,37,476,3
1632879001487155203,2023-03-06 23:01:06+00:00,IGN,41,0,81,80,2385,16
